year,org_short,utility_parent_company,utility_entity_matched,contributor_name,amount_usd,contribution_date,match_type
2019,RSLC,Vistra Energy,Vistra Corporate Services,"VISTRA CORPORATE SERVICES COMPANY, AS AGENT",399,2019-05-28,entity_simplified
2019,RSLC,Duke Energy,Duke Energy,"DUKE ENERGY INDIANA, LLC",395,2019-07-29,entity_simplified
2019,RSLC,Nuclear Energy Institute,Nuclear Energy Institute,NUCLEAR ENERGY INSTITUTE,394,2019-04-29,entity_exact
2019,DGA,American Gas Association,American Gas Association,AMERICAN GAS ASSOCIATION,350,2019-06-30,entity_exact
2019,DGA,American Gas Association,American Gas Association,AMERICAN GAS ASSOCIATION,350,2019-12-12,entity_exact
2019,DGA,Sempra Energy,San Diego Gas,SAN DIEGO GAS   ELECTRIC,350,2019-12-12,entity_simplified
2019,DLCC,NextEra,NextEra,NEXTERA ENERGY RESOURCES,350,2019-04-25,entity_word_boundary
2019,RAGA,American Gas Association,American Gas Association,AMERICAN GAS ASSOCIATION,350,2019-02-13,entity_exact
2019,RAGA,Pinnacle West Capital,APS,APS,350,2019-01-22,entity_word_boundary
2019,RAGA,Pinnacle West Capital,APS,APS,350,2019-01-22,entity_word_boundary
2019,RAGA,Southern Company,Southern Company Services,"SOUTHERN COMPANY SERVICES, INC.",350,2019-02-25,entity_simplified
2019,RSLC,Fortis,ITC Holdings,ITC HOLDINGS CORP,329,2019-05-28,entity_exact
2019,RSLC,Fortis,ITC Holdings,ITC HOLDINGS CORP,329,2019-05-28,entity_exact
2019,RAGA,Vistra Energy,Vistra Corporate Services,VISTRA CORPORATE SERVICES COMPANY,300,2019-11-20,entity_simplified
2019,RSLC,Dominion Energy,Dominion Energy Services,"DOMINION ENERGY SERVICES, INC.",299,2019-10-30,entity_simplified
2019,RSLC,Fortis,ITC Holdings,ITC HOLDINGS CORP,299,2019-09-24,entity_exact
2019,DLCC,Alliant Energy,Alliant Energy,ALLIANT ENERGY CORPORATION,250,2019-06-19,entity_simplified
2019,DLCC,Alliant Energy,Alliant Energy,ALLIANT ENERGY CORPORATION,250,2019-08-14,entity_simplified
2019,DLCC,DTE Energy,DTE Energy,DTE ENERGY PAC,250,2019-08-23,entity_simplified
2019,DLCC,Edison Electric Institute,Edison Electric Institute,EDISON ELECTRIC INSTITUTE,250,2019-05-20,entity_exact
2019,DLCC,Edison Electric Institute,Edison Electric Institute,EDISON ELECTRIC INSTITUTE,250,2019-07-23,entity_exact
2019,DLCC,Fortis,ITC Holdings,ITC HOLDINGS CORP,250,2019-04-24,entity_exact
2019,DLCC,Fortis,ITC Holdings,ITC HOLDINGS CORP,250,2019-06-21,entity_exact
2019,DLCC,Fortis,ITC Holdings,ITC HOLDINGS CORP,250,2019-08-06,entity_exact
2019,DLCC,Fortis,ITC Holdings,ITC HOLDINGS CORP,250,2019-08-12,entity_exact
2019,DLCC,NextEra,NextEra,NEXTERA ENERGY RESOURCES,250,2019-07-01,entity_word_boundary
2019,DLCC,Vistra Energy,Vistra Corporate Services,VISTRA CORPORATE SERVICES COMPANY,250,2019-03-21,entity_simplified
2019,DLCC,Vistra Energy,Vistra Corporate Services,VISTRA CORPORATE SERVICES COMPANY,250,2019-05-16,entity_simplified
2019,DLCC,Vistra Energy,Vistra Corporate Services,VISTRA CORPORATE SERVICES COMPANY,250,2019-05-23,entity_simplified
2019,DLCC,Vistra Energy,Vistra Corporate Services,VISTRA CORPORATE SERVICES COMPANY,250,2019-07-10,entity_simplified
2019,DLCC,Vistra Energy,Vistra Corporate Services,VISTRA CORPORATE SERVICES COMPANY,250,2019-07-10,entity_simplified
2019,DLCC,Vistra Energy,Vistra Corporate Services,VISTRA CORPORATE SERVICES COMPANY,250,2019-09-05,entity_simplified
2019,DLCC,Xcel Energy,Xcel Energy,XCEL ENERGY,250,2019-03-04,entity_exact
2019,DLCC,Xcel Energy,Xcel Energy,XCEL ENERGY,250,2019-03-04,entity_exact
2019,RSLC,Alliant Energy,Alliant Energy,ALLIANT ENERGY CORPORATION SERVICES INC,250,2019-12-02,entity_simplified
2019,RSLC,Dominion Energy,Dominion Energy Services,"DOMINION ENERGY SERVICES, INC.",250,2019-12-02,entity_simplified
2019,RSLC,Edison Electric Institute,Edison Electric Institute,EDISON ELECTRIC INSTITUTE,229,2019-04-29,entity_exact
2019,RSLC,Nuclear Energy Institute,Nuclear Energy Institute,NUCLEAR ENERGY INSTITUTE,199,2019-09-24,entity_exact
2019,RSLC,Spire,Spire Missouri,SPIRE MISSOURI INC.,199,2019-08-30,entity_word_boundary
2019,RAGA,Edison Electric Institute,Edison Electric Institute,EDISON ELECTRIC INSTITUTE,125,2019-10-02,entity_exact
2019,RSLC,Vistra Energy,Vistra Corporate Services,"VISTRA CORPORATE SERVICES COMPANY, AS AGENT",109,2019-04-29,entity_simplified
2019,RSLC,Edison Electric Institute,Edison Electric Institute,EDISON ELECTRIC INSTITUTE,65,2019-03-29,entity_exact
2018,RGA,NextEra,NextEra,NEXTERA ENERGY RESOURCES LLC,700000,2018-09-13,entity_word_boundary
2018,RGA,FirstEnergy,FirstEnergy,FIRSTENERGY SOLUTIONS CORPORATION,500000,2018-10-11,entity_simplified
2018,DGA,NextEra,NextEra,NEXTERA ENERGY RESOURCES,400000,2018-10-19,entity_word_boundary
2018,DGA,FirstEnergy,First Energy Solutions Corp.,FIRST ENERGY SOLUTIONS CORP.,250000,2018-10-09,entity_exact
2018,RAGA,NextEra,NextEra,NEXTERA ENERGY RESOURCES LLC,250000,2018-10-09,entity_word_boundary
2018,RGA,NextEra,NextEra,NEXTERA ENERGY RESOURCES LLC,250000,2018-03-07,entity_word_boundary
2018,RGA,NextEra,NextEra,NEXTERA ENERGY RESOURCES LLC,250000,2018-09-26,entity_word_boundary
2018,RSLC,NextEra,NextEra,NEXTERA ENERGY RESOURCES LLC,175000,2018-06-20,entity_word_boundary
2018,RAGA,NextEra,NextEra,NEXTERA ENERGY RESOURCES LLC,150000,2018-10-31,entity_word_boundary
2018,RAGA,Entergy,Entergy,ENTERGY,125000,2018-02-26,entity_word_boundary
2018,DGA,Duke Energy,Duke Energy,DUKE ENERGY CORPORATION,110000,2018-11-01,entity_simplified
2018,DAGA,NextEra,NextEra,NEXTERA ENERGY,100000,2018-11-01,entity_word_boundary
2018,DGA,Eversource,Eversource Energy Service,EVERSOURCE ENERGY SERVICE COMPANY,100000,2018-06-12,entity_simplified
2018,DGA,Exelon,Exelon Business Services,EXELON BUSINESS SERVICES,100000,2018-08-20,entity_exact
2018,DGA,Public Service Enterprise Group,PSEG,PSEG SERVICES,100000,2018-09-17,entity_word_boundary
2018,DGA,Xcel Energy,Xcel Energy,XCEL ENERGY,100000,2018-03-08,entity_exact
2018,RAGA,Pinnacle West Capital,Pinnacle West,PINNACLE WEST CAPITAL CORPORATION,100000,2018-07-10,entity_simplified
2018,RGA,Edison Electric Institute,Edison Electric Institute,EDISON ELECTRIC INSTITUTE,100000,2018-03-31,entity_exact
2018,RGA,Southern Company,Southern Company Services,SOUTHERN COMPANY SERVICES INC.,100000,2018-01-23,entity_simplified
2018,RGA,Xcel Energy,Xcel Energy Services,XCEL ENERGY SERVICES INC.,100000,2018-03-02,entity_simplified
2018,RGA,American Electric Power,AEP Service Corporation,AEP SERVICE CORPORATION,90000,2018-03-13,entity_exact
2018,DGA,Edison Electric Institute,Edison Electric Institute,EDISON ELECTRIC INSTITUTE,75000,2018-02-27,entity_exact
2018,DGA,FirstEnergy,FirstEnergy,FIRSTENERGY CORPORATION,75000,2018-09-26,entity_simplified
2018,DGA,Nuclear Energy Institute,Nuclear Energy Institute,NUCLEAR ENERGY INSTITUTE,75000,2018-02-21,entity_exact
2018,RGA,Nuclear Energy Institute,Nuclear Energy Institute,NUCLEAR ENERGY INSTITUTE,75000,2018-02-20,entity_exact
2018,DGA,Alliant Energy,Alliant Energy,ALLIANT ENERGY,50000,2018-12-31,entity_exact
2018,DGA,American Electric Power,American Electric Power,AMERICAN ELECTRIC POWER,50000,2018-11-13,entity_exact
2018,DGA,Dominion Energy,Dominion Energy Services,DOMINION ENERGY SERVICES INC,50000,2018-03-07,entity_simplified
2018,DGA,Duke Energy,Duke Energy Business Services,DUKE ENERGY BUSINESS SERVICES LLC,50000,2018-06-30,entity_simplified
2018,DGA,NextEra,NextEra,NEXTERA ENERGY RESOURCES,50000,2018-07-11,entity_word_boundary
2018,DGA,NextEra,NextEra,NEXTERA ENERGY RESOURCES,50000,2018-10-18,entity_word_boundary
2018,DGA,Southern Company,Southern Company Services,"SOUTHERN COMPANY SERVICES, INC.",50000,2018-01-25,entity_simplified
2018,DGA,Southern Company,Southern Company Services,"SOUTHERN COMPANY SERVICES, INC.",50000,2018-08-21,entity_simplified
2018,DLCC,Nuclear Energy Institute,Nuclear Energy Institute,NUCLEAR ENERGY INSTITUTE,50000,2018-02-20,entity_exact
2018,RAGA,Edison Electric Institute,Edison Electric Institute,EDISON ELECTRIC INSTITUTE,50000,2018-03-23,entity_exact
2018,RAGA,NextEra,NextEra,NEXTERA ENERGY RESOURCES LLC,50000,2018-03-12,entity_word_boundary
2018,RAGA,Pinnacle West Capital,Pinnacle West,PINNACLE WEST CAPITAL CORPORATION,50000,2018-12-31,entity_simplified
2018,RGA,Alliant Energy,Alliant Energy,ALLIANT ENERGY CORPORATION,50000,2018-01-03,entity_simplified
2018,RGA,Berkshire Hathaway Energy,Berkshire Hathaway Energy,BERKSHIRE HATHAWAY ENERGY PAC,50000,2018-06-28,entity_simplified
2018,RGA,Berkshire Hathaway Energy,Berkshire Hathaway Energy,BERKSHIRE HATHAWAY ENERGY PAC,50000,2018-06-28,entity_simplified
2018,RGA,Dominion Energy,Dominion Energy,DOMINION ENERGY,50000,2018-03-16,entity_exact
2018,RGA,DTE Energy,DTE Energy,DTE ENERGY CORPORATION,50000,2018-10-02,entity_simplified
2018,RGA,Duke Energy,Duke Energy,DUKE ENERGY CORPORATION,50000,2018-08-23,entity_simplified
2018,RGA,Duke Energy,Duke Energy,DUKE ENERGY CORPORATION,50000,2018-09-05,entity_simplified
2018,RGA,Berkshire Hathaway Energy,MidAmerican Energy,MIDAMERICAN ENERGY COMPANY,50000,2018-08-28,entity_simplified
2018,RGA,Berkshire Hathaway Energy,MidAmerican Energy,MIDAMERICAN ENERGY COMPANY,50000,2018-08-28,entity_simplified
2018,RGA,Pinnacle West Capital,Pinnacle West,PINNACLE WEST CAPITAL CORPORATION,50000,2018-05-15,entity_simplified
2018,RGA,Vistra Energy,Vistra Corporate Services,VISTRA CORPORATE SERVICES COMPANY,50000,2018-06-14,entity_simplified
2018,RSLC,Edison Electric Institute,Edison Electric Institute,EDISON ELECTRIC INSTITUTE,50000,2018-07-03,entity_exact
2018,RSLC,Nuclear Energy Institute,Nuclear Energy Institute,NUCLEAR ENERGY INSTITUTE,50000,2018-02-14,entity_exact
2018,RSLC,Dominion Energy,Dominion Energy Services,"DOMINION ENERGY SERVICES, INC.",40000,2018-11-08,entity_simplified
2018,RAGA,Southern Company,Southern Company Services,"SOUTHERN COMPANY SERVICES, INC.",35000,2018-07-18,entity_simplified
2018,RGA,Duke Energy,Duke Energy,DUKE ENERGY CORPORATION,35000,2018-08-31,entity_simplified
2018,RSLC,Alliant Energy,Alliant Energy,ALLIANT ENERGY CORPORATION SERVICES INC,30000,2018-07-27,entity_simplified
2018,DAGA,Edison Electric Institute,Edison Electric Institute,EDISON ELECTRIC INSTITUTE,25000,2018-06-28,entity_exact
2018,DAGA,NextEra,NextEra,NEXTERA ENERGY,25000,2018-02-15,entity_word_boundary
2018,DAGA,NextEra,NextEra,NEXTERA ENERGY LLC,25000,2018-02-15,entity_word_boundary
2018,DGA,Dominion Energy,Dominion Energy Services,DOMINION ENERGY SERVICES INC,25000,2018-09-10,entity_simplified
2018,DGA,Dominion Energy,Dominion Energy Services,DOMINION ENERGY SERVICES INC,25000,2018-09-10,entity_simplified
2018,DGA,Edison Electric Institute,Edison Electric Institute,EDISON ELECTRIC INSTITUTE,25000,2018-08-17,entity_exact
2018,DGA,FirstEnergy,FirstEnergy,FIRSTENERGY CORPORATION,25000,2018-03-19,entity_simplified
2018,DGA,Fortis,ITC Holdings,ITC HOLDINGS CORP.,25000,2018-04-17,entity_simplified
2018,DGA,Fortis,ITC Holdings,ITC HOLDINGS CORP.,25000,2018-12-31,entity_simplified
2018,DGA,NextEra,NextEra,NEXTERA ENERGY RESOURCES,25000,2018-06-18,entity_word_boundary
2018,DGA,NRG Energy,NRG Energy,NRG ENERGY INC.,25000,2018-05-01,entity_simplified
2018,DGA,Avangrid,United Illuminating,THE UNITED ILLUMINATING CO,25000,2018-05-22,entity_simplified
2018,DGA,Vistra Energy,Vistra Corporate Services,VISTRA CORPORATE SERVICES CO,25000,2018-10-29,entity_simplified
2018,DLCC,Alliant Energy,Alliant Energy,ALLIANT ENERGY CORPORATION,25000,2018-01-08,entity_simplified
2018,DLCC,Edison Electric Institute,Edison Electric Institute,EDISON ELECTRIC INSTITUTE,25000,2018-08-16,entity_exact
2018,DLCC,Fortis,ITC Holdings,ITC HOLDINGS CORP,25000,2018-04-18,entity_exact
2018,DLCC,NextEra,NextEra,NEXTERA ENERGY RESOURCES,25000,2018-02-23,entity_word_boundary
2018,GOPAC,Duke Energy,Duke Energy,DUKE ENERGY,25000,2018-03-09,entity_exact
2018,GOPAC,Fortis,ITC Holdings,ITC HOLDINGS CORP,25000,2018-04-16,entity_exact
2018,RAGA,CenterPoint Energy,CenterPoint Energy,CENTERPOINT ENERGY,25000,2018-04-06,entity_exact
2018,RAGA,FirstEnergy,FirstEnergy,FIRSTENERGY CORP.,25000,2018-10-17,entity_simplified
2018,RAGA,Southern Company,Georgia Power,GEORGIA POWER COMPANY,25000,2018-10-17,entity_simplified
2018,RAGA,NextEra,NextEra,NEXTERA ENERGY CAPITAL HOLDINGS INC.,25000,2018-03-14,entity_word_boundary
2018,RAGA,Nuclear Energy Institute,Nuclear Energy Institute,NUCLEAR ENERGY INSTITUTE,25000,2018-04-09,entity_exact
2018,RAGA,Southern Company,Southern Company Services,"SOUTHERN COMPANY SERVICES, INC.",25000,2018-01-19,entity_simplified
2018,RAGA,Southern Company,Southern Company Services,"SOUTHERN COMPANY SERVICES, INC.",25000,2018-04-30,entity_simplified
2018,RAGA,Vistra Energy,Vistra Corporate Services,VISTRA CORPORATE SERVICES COMPANY,25000,2018-03-16,entity_simplified
2018,RGA,AES Corporation,AES Corporation,AES CORPORATION,25000,2018-02-13,entity_exact
2018,RGA,Alliant Energy,Alliant Energy,ALLIANT ENERGY CORPORATION,25000,2018-10-01,entity_simplified
2018,RGA,CenterPoint Energy,CenterPoint Energy Service,CENTERPOINT ENERGY SERVICE COMPANY LLC,25000,2018-07-20,entity_simplified
2018,RGA,Dominion Energy,Dominion Energy,DOMINION ENERGY,25000,2018-11-01,entity_exact
2018,RGA,Duke Energy,Duke Energy,DUKE ENERGY CORPORATION,25000,2018-06-20,entity_simplified
2018,RGA,Eversource,Eversource Energy Service,EVERSOURCE ENERGY SERVICE CO.,25000,2018-06-19,entity_simplified
2018,RGA,FirstEnergy,FirstEnergy,FIRSTENERGY CORP.,25000,2018-04-27,entity_simplified
2018,RGA,NRG Energy,NRG Energy,"NRG ENERGY, INC.",25000,2018-05-24,entity_simplified
2018,RGA,NRG Energy,NRG Energy,"NRG ENERGY, INC.",25000,2018-05-24,entity_simplified
2018,RGA,Pinnacle West Capital,Pinnacle West,PINNACLE WEST CAPITAL CORPORATION,25000,2018-03-08,entity_simplified
2018,RGA,Spire,Spire Missouri,SPIRE MISSOURI INC.,25000,2018-07-06,entity_word_boundary
2018,RGA,Spire,Spire Missouri,SPIRE MISSOURI INC.,25000,2018-07-06,entity_word_boundary
2018,RGA,Vistra Energy,Vistra Corporate Services,VISTRA CORPORATE SERVICES COMPANY,25000,2018-10-29,entity_simplified
2018,RSLC,CenterPoint Energy,CenterPoint Energy Service,"CENTERPOINT ENERGY SERVICE COMPANY, LLC",25000,2018-01-16,entity_simplified
2018,RSLC,Fortis,ITC Holdings,ITC HOLDINGS CORP,25000,2018-03-26,entity_exact
2018,RSLC,Southern Company,Southern Company Services,"SOUTHERN COMPANY SERVICES, INC.",25000,2018-01-19,entity_simplified
2018,RSLC,Vistra Energy,Vistra Corporate Services,"VISTRA CORPORATE SERVICES COMPANY, AS AGENT",25000,2018-02-20,entity_simplified
2018,RSLC,Alliant Energy,Wisconsin Power and Light,WISCONSIN POWER AND LIGHT CO.,25000,2018-09-17,entity_simplified
2018,DLCC,Vistra Energy,Vistra Corporate Services,VISTRA CORPORATE SERVICES COMPANY,23000,2018-06-11,entity_simplified
2018,DGA,American Gas Association,American Gas Association,AMERICAN GAS ASSOCIATION,20000,2018-01-17,entity_exact
2018,DLCC,Alliant Energy,Alliant Energy,ALLIANT ENERGY CORPORATION,20000,2018-11-13,entity_simplified
2018,RGA,American Gas Association,American Gas Association,AMERICAN GAS ASSOCIATION,20000,2018-01-25,entity_exact
2018,RSLC,Alliant Energy,Alliant Energy,ALLIANT ENERGY CORPORATION SERVICES INC,20000,2018-11-07,entity_simplified
2018,RSLC,Alliant Energy,Alliant Energy,ALLIANT ENERGY CORPORATION SERVICES INC.,20000,2018-01-08,entity_simplified
2018,RSLC,Southern Company,Mississippi Power,MISSISSIPPI POWER COMPANY,20000,2018-12-28,entity_simplified
2018,DAGA,Alliant Energy,Alliant Energy,ALLIANT ENERGY,15000,2018-07-10,entity_exact
2018,DAGA,Southern Company,Southern Company Services,"SOUTHERN COMPANY SERVICES, INC.",15000,2018-02-14,entity_simplified
2018,RAGA,American Gas Association,American Gas Association,AMERICAN GAS ASSOCIATION,15000,2018-02-26,entity_exact
2018,RAGA,Alliant Energy,Wisconsin Power and Light,WISCONSIN POWER AND LIGHT COMPANY,15000,2018-04-09,entity_simplified
2018,RGA,Alliant Energy,Alliant Energy,ALLIANT ENERGY CORPORATION,15000,2018-11-09,entity_simplified
2018,RGA,Enbridge,Enbridge,ENBRIDGE-DCP PAC,15000,2018-10-22,entity_simplified
2018,RGA,TXNM Energy,PNM Resources,"PNM RESOURCES, INC.",15000,2018-03-16,entity_simplified
2018,RGA,Salt River Project,Salt River Project,SALT RIVER PROJECT,15000,2018-10-09,entity_exact
2018,RSLC,CenterPoint Energy,CenterPoint Energy Service,"CENTERPOINT ENERGY SERVICE COMPANY, LLC",15000,2018-08-24,entity_simplified
2018,RSLC,Enbridge,Enbridge,ENBRIDGE U.S. INC. PAC,15000,2018-09-21,entity_simplified
2018,DLCC,Xcel Energy,Xcel Energy,XCEL ENERGY,12500,2018-04-24,entity_exact
2018,DLCC,Xcel Energy,Xcel Energy,XCEL ENERGY,12500,2018-04-24,entity_exact
2018,RSLC,Xcel Energy,Xcel Energy Services,"XCEL ENERGY SERVICES, INC.",12500,2018-04-24,entity_simplified
2018,DLCC,Southern Company,Southern Company Services,"SOUTHERN COMPANY SERVICES, INC",12000,2018-01-19,entity_simplified
2018,DLCC,Vistra Energy,Vistra Corporate Services,VISTRA CORPORATE SERVICES COMPANY,12000,2018-04-10,entity_simplified
2018,DGA,American Electric Power,American Electric Power,AMERICAN ELECTRIC POWER,10000,2018-10-16,entity_exact
2018,DGA,NextEra,NextEra,NEXTERA ENERGY RESOURCES,10000,2018-04-10,entity_word_boundary
2018,DGA,NextEra,NextEra,NEXTERA ENERGY RESOURCES,10000,2018-06-27,entity_word_boundary
2018,DGA,Nuclear Energy Institute,Nuclear Energy Institute,NUCLEAR ENERGY INSTITUTE,10000,2018-12-07,entity_exact
2018,DGA,Public Service Enterprise Group,PSEG,PSEG SERVICES,10000,2018-06-19,entity_word_boundary
2018,DGA,Puget Sound Energy,Puget Sound Energy,PUGET SOUND ENERGY,10000,2018-08-21,entity_exact
2018,DGA,UGI Corp,UGI Energy Services,UGI ENERGY SERVICES LLC,10000,2018-09-20,entity_simplified
2018,DGA,Alta Gas,Washington Gas Light Company,WASHINGTON GAS LIGHT COMPANY,10000,2018-09-05,entity_exact
2018,DLCC,Nuclear Energy Institute,Nuclear Energy Institute,NUCLEAR ENERGY INSTITUTE,10000,2018-09-12,entity_exact
2018,GOPAC,American Gas Association,American Gas Association,AMERICAN GAS ASSOCIATION,10000,2018-02-05,entity_exact
2018,GOPAC,Dominion Energy,Dominion Resources,DOMINION RESOURCES SERVICES INC.,10000,2018-04-13,entity_simplified
2018,RAGA,Southwest Gas,Southwest Gas,SOUTHWEST GAS POLITICAL ACTION COMMITTEE,10000,2018-08-24,entity_simplified
2018,RGA,American Electric Power,AEP Service Corporation,AEP SERVICE CORPORATION,10000,2018-02-27,entity_exact
2018,RGA,Alliant Energy,Alliant Energy,ALLIANT ENERGY CORPORATION,10000,2018-08-22,entity_simplified
2018,RGA,Duke Energy,Duke Energy,DUKE ENERGY CORPORATION,10000,2018-03-09,entity_simplified
2018,RGA,Entergy,Entergy,ENTERGY,10000,2018-05-08,entity_word_boundary
2018,RGA,Salt River Project,Salt River Project,SALT RIVER PROJECT,10000,2018-02-02,entity_exact
2018,RGA,Southwest Gas,Southwest Gas PAC,SOUTHWEST GAS PAC,10000,2018-05-08,entity_exact
2018,RGA,Xcel Energy,Xcel Energy Services,XCEL ENERGY SERVICES INC.,10000,2018-08-14,entity_simplified
2018,RSLC,Alliant Energy,Alliant Energy,ALLIANT ENERGY CORPORATION SERVICES INC,10000,2018-11-26,entity_simplified
2018,RSLC,Dominion Energy,Dominion Energy Services,"DOMINION ENERGY SERVICES, INC.",10000,2018-04-23,entity_simplified
2018,RSLC,PPL Corporation,Louisville Gas and Electric Company,LOUISVILLE GAS AND ELECTRIC CO.,10000,2018-05-29,entity_simplified
2018,RSLC,Puget Sound Energy,Puget Sound Energy,PUGET SOUND ENERGY,10000,2018-10-12,entity_exact
2018,RSLC,American Electric Power,American Electric Power,THE AMERICAN ELECTRIC POWER COMPANY,10000,2018-11-13,entity_simplified
2018,RSLC,Vistra Energy,Vistra Corporate Services,"VISTRA CORPORATE SERVICES COMPANY, AS AGENT",10000,2018-03-09,entity_simplified
2018,GOPAC,Xcel Energy,Xcel Energy,XCEL ENERGY,7500,2018-01-30,entity_exact
2018,RSLC,Xcel Energy,Xcel Energy Services,"XCEL ENERGY SERVICES, INC.",7500,2018-04-24,entity_simplified
2018,DAGA,Alliant Energy,Alliant Energy,ALLIANT ENERGY,5000,2018-10-09,entity_exact
2018,DLCC,Enbridge,Enbridge,ENBRIDGE INC. PAC,5000,2018-10-15,entity_simplified
2018,GOPAC,American Electric Power,Kentucky Power Company,AEP KENTUCKY POWER COMPANY,5000,2018-07-02,entity_simplified
2018,GOPAC,American Electric Power,American Electric Power,AMERICAN ELECTRIC POWER,5000,2018-09-21,entity_exact
2018,GOPAC,Duke Energy,Duke Energy,DUKE ENERGY,5000,2018-10-10,entity_exact
2018,RAGA,Duke Energy,Duke Energy,DUKE ENERGY,5000,2018-08-20,entity_exact
2018,RAGA,Southern Company,Southern Company Services,"SOUTHERN COMPANY SERVICES, INC.",5000,2018-04-30,entity_simplified
2018,RGA,FirstEnergy,FirstEnergy,FIRSTENERGY CORP.,5000,2018-12-13,entity_simplified
2018,RGA,TXNM Energy,PNM Resources,"PNM RESOURCES, INC.",5000,2018-07-20,entity_simplified
2018,RGA,TXNM Energy,PNM Resources,"PNM RESOURCES, INC.",5000,2018-07-20,entity_simplified
2018,RGA,Fortis,UniSource Energy,UNISOURCE ENERGY CORPORATION,5000,2018-05-24,entity_simplified
2018,RGA,CenterPoint Energy,Vectren,VECTREN CORPORATION EMPLOYEES FEDERAL PAC,5000,2018-03-06,entity_word_boundary
2018,RGA,CenterPoint Energy,Vectren,VECTREN CORPORATION EMPLOYEES FEDERAL PAC,5000,2018-10-23,entity_word_boundary
2018,RGA,CenterPoint Energy,Vectren,VECTREN CORPORATION EMPLOYEES FEDERAL PAC,5000,2018-12-20,entity_word_boundary
2018,RSLC,Berkshire Hathaway Energy,Nevada Power Company,NEVADA POWER COMPANY DBA NV ENERGY,5000,2018-02-22,entity_simplified
2018,RSLC,Xcel Energy,Xcel Energy Services,"XCEL ENERGY SERVICES, INC.",5000,2018-04-24,entity_simplified
2018,DLCC,Southwest Gas,Southwest Gas,SOUTHWEST GAS CORPORATION,2500,2018-08-16,entity_simplified
2018,RGA,Atmos Energy,Atmos Energy,ATMOS ENERGY CORPORATION PAC,2500,2018-08-31,entity_simplified
2018,RSLC,Ameren,Ameren,AMEREN,2500,2018-04-20,entity_word_boundary
2018,RSLC,Spire,Spire,SPIRE POLITICAL ACTION COMMITTEE,2500,2018-04-20,entity_word_boundary
2018,RSLC,Duquesne Light Company,Duquesne Light Company,DUQUESNE LIGHT COMPANY,2000,2018-10-18,entity_exact
2018,RSLC,Southern Company,Georgia Power,GEORGIA POWER COMPANY,1500,2018-09-11,entity_simplified
2018,DGA,Black Hills Corporation,Black Hills Corporation,BLACK HILLS CORPORATION PAC,1150,2018-09-24,entity_simplified
2018,DGA,Edison Electric Institute,Edison Electric Institute,EDISON ELECTRIC INSTITUTE,1100,2018-08-01,entity_exact
2018,DGA,Southern Company,Southern Company Services,"SOUTHERN COMPANY SERVICES, INC.",1100,2018-08-01,entity_simplified
2018,DGA,Southern Company,Southern Company Services,"SOUTHERN COMPANY SERVICES, INC.",1100,2018-08-01,entity_simplified
2018,DLCC,Vistra Energy,Vistra Corporate Services,VISTRA CORPORATE SERVICES COMPANY,1000,2018-10-09,entity_simplified
2018,RGA,NRG Energy,NRG Energy,"NRG ENERGY, INC.",900,2018-11-07,entity_simplified
2018,RGA,Southwest Gas,Southwest Gas,SOUTHWEST GAS CORPORATION,900,2018-11-30,entity_simplified
2018,RSLC,Fortis,ITC Holdings,ITC HOLDINGS CORP,718,2018-10-03,entity_exact
2018,RSLC,Southern Company,Mississippi Power,MISSISSIPPI POWER COMPANY,698,2018-07-30,entity_simplified
2018,RSLC,Southern Company,Mississippi Power,MISSISSIPPI POWER COMPANY,698,2018-07-30,entity_simplified
2018,RSLC,Southern Company,Southern Company Services,"SOUTHERN COMPANY SERVICES, INC.",698,2018-08-30,entity_simplified
2018,RGA,Southern Company,Georgia Power,GEORGIA POWER COMPANY,660,2018-08-01,entity_simplified
2018,RSLC,Southern Company,Southern Company Services,"SOUTHERN COMPANY SERVICES, INC.",569,2018-04-30,entity_simplified
2018,RAGA,Vistra Energy,Vistra Corporate Services,VISTRA CORPORATE SERVICES COMPANY,500,2018-04-17,entity_simplified
2018,RSLC,NextEra,NextEra,NEXTERA ENERGY RESOURCES LLC,470,2018-12-28,entity_word_boundary
2018,RGA,Alliant Energy,Alliant Energy,ALLIANT ENERGY CORPORATION,450,2018-11-29,entity_simplified
2018,RGA,Edison Electric Institute,Edison Electric Institute,EDISON ELECTRIC INSTITUTE,450,2018-11-16,entity_exact
2018,RGA,Edison Electric Institute,Edison Electric Institute,EDISON ELECTRIC INSTITUTE,450,2018-11-21,entity_exact
2018,RGA,Entergy,Entergy,ENTERGY,450,2018-11-28,entity_word_boundary
2018,RGA,Salt River Project,Salt River Project,SALT RIVER PROJECT,450,2018-10-24,entity_exact
2018,RGA,Southern Company,Southern Company Services,SOUTHERN COMPANY SERVICES INC.,450,2018-10-26,entity_simplified
2018,RGA,Spire,Spire Missouri,SPIRE MISSOURI INC.,450,2018-10-05,entity_word_boundary
2018,RGA,Spire,Spire Missouri,SPIRE MISSOURI INC.,450,2018-10-29,entity_word_boundary
2018,RGA,CenterPoint Energy,Vectren,VECTREN CORPORATION EMPLOYEES FEDERAL PAC,450,2018-11-02,entity_word_boundary
2018,RSLC,Alliant Energy,Alliant Energy,"ALLIANT ENERGY CORPORATION SERVICES, INC.",399,2018-06-29,entity_simplified
